game_date,home_team,away_team,home_win,espn_pregame_home,espn_final_home,espn_wp_min,espn_wp_max,espn_lead_changes,espn_total_plays,espn_q1_end_wp,espn_q1_end_home_score,espn_q1_end_away_score,espn_q2_end_wp,espn_q2_end_home_score,espn_q2_end_away_score,espn_q3_end_wp,espn_q3_end_home_score,espn_q3_end_away_score,espn_q4_end_wp,model_home_prob,pm_pregame_home
2025-12-20,Golden State Warriors,Phoenix Suns,1,0.676,0.874,0.235,1.0,8.0,543.0,0.301,32.0,44.0,0.329,38.0,48.0,0.804,93.0,87.0,0.874,0.5441,
2025-12-20,Utah Jazz,Orlando Magic,0,0.225,0.0,0.0,0.812,26.0,570.0,0.325,38.0,36.0,0.209,60.0,65.0,0.023,82.0,97.0,0.5,0.3322,
2025-12-20,Sacramento Kings,Portland Trail Blazers,0,0.424,0.072,0.0,0.555,4.0,507.0,0.383,26.0,28.0,0.432,40.0,40.0,0.217,59.0,66.0,0.072,0.3821,
2025-12-20,LA Clippers,Los Angeles Lakers,1,0.45,1.0,0.45,1.0,1.0,473.0,0.81,28.0,15.0,0.898,54.0,39.0,0.99,80.0,61.0,1.0,0.3243,
2025-12-21,Atlanta Hawks,Chicago Bulls,0,0.688,0.0,0.0,0.712,33.0,537.0,0.635,38.0,38.0,0.253,73.0,83.0,0.495,115.0,116.0,0.0,0.5619,
2025-12-21,Brooklyn Nets,Toronto Raptors,1,0.414,1.0,0.306,1.0,11.0,450.0,0.407,13.0,14.0,0.782,49.0,39.0,0.578,67.0,65.0,1.0,0.3356,
2025-12-21,New York Knicks,Miami Heat,1,0.713,1.0,0.304,1.0,20.0,467.0,0.461,30.0,37.0,0.712,66.0,62.0,0.808,105.0,99.0,1.0,0.6978,
2025-12-21,Minnesota Timberwolves,Milwaukee Bucks,1,0.77,0.973,0.118,1.0,16.0,471.0,0.545,23.0,29.0,0.237,48.0,60.0,0.731,73.0,70.0,0.973,0.5962,
2025-12-21,Washington Wizards,San Antonio Spurs,0,0.072,0.019,0.0,0.204,0.0,539.0,0.098,19.0,20.0,0.011,49.0,69.0,0.037,86.0,98.0,0.019,0.2594,
2025-12-21,Sacramento Kings,Houston Rockets,1,0.146,1.0,0.024,1.0,9.0,534.0,0.159,18.0,17.0,0.106,57.0,65.0,0.093,63.0,73.0,0.5,0.2701,
2025-12-22,Cleveland Cavaliers,Charlotte Hornets,1,0.798,1.0,0.544,1.0,0.0,490.0,0.67,33.0,36.0,0.715,49.0,49.0,0.902,104.0,95.0,1.0,0.6417,
2025-12-22,Boston Celtics,Indiana Pacers,1,0.827,1.0,0.051,1.0,10.0,469.0,0.521,26.0,35.0,0.122,41.0,59.0,0.23,74.0,82.0,1.0,0.7336,
2025-12-22,New Orleans Pelicans,Dallas Mavericks,1,0.463,1.0,0.069,1.0,15.0,530.0,0.534,36.0,34.0,0.307,52.0,58.0,0.161,79.0,87.0,1.0,0.3422,
2025-12-22,Denver Nuggets,Utah Jazz,1,0.885,1.0,0.885,1.0,0.0,472.0,0.991,40.0,15.0,0.991,69.0,46.0,0.995,103.0,84.0,1.0,0.7314,
2025-12-22,Oklahoma City Thunder,Memphis Grizzlies,1,0.904,1.0,0.803,1.0,0.0,485.0,0.883,21.0,19.0,0.956,67.0,54.0,0.947,84.0,73.0,1.0,0.7353,
2025-12-22,Portland Trail Blazers,Detroit Pistons,0,0.329,0.003,0.0,0.594,2.0,537.0,0.33,0.0,0.0,0.143,51.0,61.0,0.015,78.0,95.0,0.003,0.3216,
2025-12-22,Golden State Warriors,Orlando Magic,1,0.579,1.0,0.362,1.0,34.0,508.0,0.501,24.0,27.0,0.578,58.0,57.0,0.787,89.0,83.0,1.0,0.5683,
2025-12-23,Charlotte Hornets,Washington Wizards,1,0.706,1.0,0.345,1.0,30.0,502.0,0.453,24.0,31.0,0.502,62.0,65.0,0.65,92.0,90.0,1.0,0.5653,
2025-12-23,Philadelphia 76ers,Brooklyn Nets,0,0.823,0.0,0.0,0.892,15.0,517.0,0.763,27.0,27.0,0.474,57.0,63.0,0.094,77.0,89.0,0.0,0.6372,
2025-12-23,Cleveland Cavaliers,New Orleans Pelicans,1,0.746,1.0,0.685,1.0,0.0,488.0,0.858,25.0,17.0,0.79,61.0,56.0,0.992,110.0,91.0,1.0,0.71,
2025-12-23,Atlanta Hawks,Chicago Bulls,0,0.671,0.0,0.0,0.968,1.0,523.0,0.737,23.0,20.0,0.91,68.0,55.0,0.961,105.0,92.0,0.0,0.56,
2025-12-23,Indiana Pacers,Milwaukee Bucks,0,0.488,0.0,0.0,0.611,16.0,487.0,0.331,20.0,26.0,0.094,44.0,59.0,0.012,68.0,86.0,0.0,0.3635,
2025-12-23,Miami Heat,Toronto Raptors,0,0.632,0.0,0.0,0.696,23.0,454.0,0.45,16.0,21.0,0.32,44.0,51.0,0.035,67.0,82.0,0.0,0.528,
2025-12-23,Minnesota Timberwolves,New York Knicks,1,0.515,1.0,0.377,1.0,8.0,502.0,0.604,31.0,28.0,0.71,58.0,52.0,0.861,64.0,52.0,1.0,0.5259,
2025-12-23,Dallas Mavericks,Denver Nuggets,1,0.349,1.0,0.279,1.0,13.0,413.0,0.768,41.0,27.0,0.754,66.0,56.0,0.478,103.0,103.0,1.0,0.288,
2025-12-23,San Antonio Spurs,Oklahoma City Thunder,1,0.289,0.999,0.184,1.0,9.0,432.0,0.395,31.0,29.0,0.327,58.0,60.0,0.689,87.0,82.0,0.999,0.4098,
2025-12-23,Phoenix Suns,Los Angeles Lakers,1,0.487,1.0,0.364,1.0,21.0,465.0,0.586,29.0,26.0,0.798,67.0,57.0,0.999,112.0,86.0,1.0,0.4491,
2025-12-23,Utah Jazz,Memphis Grizzlies,0,0.311,0.003,0.0,0.547,2.0,500.0,0.22,31.0,37.0,0.324,67.0,69.0,0.135,101.0,109.0,0.003,0.3559,
2025-12-23,Portland Trail Blazers,Orlando Magic,0,0.415,0.0,0.0,0.514,2.0,481.0,0.334,21.0,25.0,0.109,50.0,63.0,0.072,78.0,89.0,0.0,0.3655,
2025-12-23,Sacramento Kings,Detroit Pistons,0,0.254,0.053,0.0,0.328,0.0,523.0,0.083,24.0,37.0,0.039,58.0,75.0,0.053,91.0,104.0,0.0,0.2542,
2025-12-23,LA Clippers,Houston Rockets,1,0.339,1.0,0.178,1.0,5.0,428.0,0.227,29.0,35.0,0.587,63.0,58.0,0.972,98.0,82.0,1.0,0.3517,
2025-12-25,New York Knicks,Cleveland Cavaliers,1,0.659,1.0,0.01,1.0,18.0,486.0,0.209,23.0,38.0,0.644,60.0,58.0,0.131,78.0,89.0,1.0,0.6689,
2025-12-25,Oklahoma City Thunder,San Antonio Spurs,0,0.753,0.0,0.0,0.854,25.0,491.0,0.557,36.0,41.0,0.33,60.0,69.0,0.029,79.0,95.0,0.0,0.5463,
2025-12-25,Golden State Warriors,Dallas Mavericks,1,0.729,1.0,0.661,1.0,0.0,499.0,0.894,40.0,28.0,0.919,71.0,58.0,0.932,100.0,89.0,1.0,0.6461,
2025-12-25,Los Angeles Lakers,Houston Rockets,0,0.426,0.0,0.0,0.442,0.0,434.0,0.165,25.0,37.0,0.17,53.0,63.0,0.012,74.0,92.0,0.0,0.3951,
2025-12-25,Denver Nuggets,Minnesota Timberwolves,1,0.589,0.971,0.034,1.0,16.0,559.0,0.656,32.0,29.0,0.617,57.0,55.0,0.962,92.0,78.0,0.5,0.594,
2025-12-26,Indiana Pacers,Boston Celtics,0,0.267,0.0,0.0,0.687,4.0,492.0,0.627,39.0,28.0,0.067,61.0,75.0,0.005,91.0,111.0,0.0,0.2697,
2025-12-26,Atlanta Hawks,Miami Heat,0,0.565,0.0,0.0,0.643,31.0,473.0,0.556,32.0,32.0,0.167,51.0,63.0,0.241,84.0,90.0,0.0,0.4953,
2025-12-26,Orlando Magic,Charlotte Hornets,0,0.708,0.001,0.0,0.774,1.0,511.0,0.37,28.0,38.0,0.294,48.0,57.0,0.011,77.0,96.0,0.001,0.6114,
2025-12-26,Washington Wizards,Toronto Raptors,1,0.267,0.999,0.254,1.0,17.0,470.0,0.395,35.0,32.0,0.663,70.0,62.0,0.537,102.0,100.0,0.999,0.29,
2025-12-26,Chicago Bulls,Philadelphia 76ers,1,0.407,1.0,0.154,1.0,27.0,495.0,0.493,30.0,28.0,0.359,49.0,52.0,0.291,81.0,85.0,1.0,0.4487,
2025-12-26,Memphis Grizzlies,Milwaukee Bucks,1,0.687,1.0,0.315,1.0,4.0,495.0,0.353,25.0,35.0,0.861,60.0,50.0,0.889,92.0,83.0,1.0,0.5633,
2025-12-26,New Orleans Pelicans,Phoenix Suns,0,0.448,0.001,0.0,0.775,26.0,536.0,0.346,19.0,24.0,0.301,44.0,50.0,0.45,80.0,81.0,0.001,0.2975,
2025-12-26,Utah Jazz,Detroit Pistons,1,0.212,1.0,0.102,1.0,5.0,498.0,0.213,33.0,36.0,0.315,67.0,68.0,0.794,111.0,103.0,1.0,0.2938,
2025-12-26,Portland Trail Blazers,LA Clippers,0,0.469,0.0,0.0,0.878,6.0,437.0,0.75,35.0,25.0,0.692,62.0,56.0,0.187,78.0,85.0,0.0,0.5085,
2025-12-27,Sacramento Kings,Dallas Mavericks,1,0.457,1.0,0.364,1.0,1.0,472.0,0.727,23.0,12.0,0.843,51.0,39.0,0.906,88.0,77.0,1.0,0.3499,
2025-12-27,Orlando Magic,Denver Nuggets,1,0.373,1.0,0.043,1.0,21.0,486.0,0.34,21.0,24.0,0.088,48.0,62.0,0.117,84.0,93.0,1.0,0.3869,
2025-12-27,New Orleans Pelicans,Phoenix Suns,0,0.447,0.0,0.0,0.567,16.0,517.0,0.499,33.0,32.0,0.125,53.0,65.0,0.153,85.0,93.0,0.0,0.2884,
2025-12-27,Atlanta Hawks,New York Knicks,0,0.332,0.13,0.0,0.639,4.0,518.0,0.233,27.0,33.0,0.101,52.0,64.0,0.113,89.0,98.0,0.13,0.4154,
2025-12-27,Miami Heat,Indiana Pacers,1,0.727,1.0,0.391,1.0,10.0,507.0,0.706,29.0,28.0,0.592,59.0,60.0,0.742,98.0,94.0,1.0,0.719,
2025-12-27,Chicago Bulls,Milwaukee Bucks,0,0.496,0.0,0.0,0.675,22.0,490.0,0.435,26.0,28.0,0.358,50.0,54.0,0.201,59.0,67.0,0.0,0.5441,
2025-12-27,Houston Rockets,Cleveland Cavaliers,1,0.616,0.999,0.52,1.0,0.0,469.0,0.789,32.0,24.0,0.913,60.0,46.0,0.999,90.0,63.0,0.999,0.6903,
2025-12-27,Minnesota Timberwolves,Brooklyn Nets,0,0.773,0.0,0.0,0.862,21.0,463.0,0.629,30.0,33.0,0.675,63.0,62.0,0.088,86.0,98.0,0.0,0.6475,
2025-12-27,San Antonio Spurs,Utah Jazz,0,0.902,0.012,0.0,0.952,13.0,492.0,0.874,9.0,10.0,0.409,60.0,70.0,0.137,87.0,98.0,0.012,0.6889,
2025-12-28,Toronto Raptors,Golden State Warriors,1,0.414,1.0,0.038,1.0,15.0,554.0,0.559,33.0,29.0,0.495,65.0,64.0,0.14,81.0,91.0,0.5,0.5026,
2025-12-28,Oklahoma City Thunder,Philadelphia 76ers,1,0.895,1.0,0.72,1.0,0.0,466.0,0.886,32.0,29.0,0.799,64.0,62.0,0.986,102.0,86.0,1.0,0.6779,
2025-12-28,Portland Trail Blazers,Boston Celtics,1,0.327,0.456,0.146,1.0,22.0,501.0,0.362,24.0,23.0,0.178,55.0,63.0,0.456,74.0,74.0,1.0,0.3326,
2025-12-28,Washington Wizards,Memphis Grizzlies,1,0.253,0.92,0.101,1.0,25.0,541.0,0.193,21.0,27.0,0.404,50.0,48.0,0.256,84.0,88.0,0.92,0.3107,
2025-12-28,LA Clippers,Detroit Pistons,1,0.447,0.994,0.447,1.0,3.0,456.0,0.826,33.0,18.0,0.935,60.0,42.0,0.994,90.0,69.0,1.0,0.375,
2025-12-28,Los Angeles Lakers,Sacramento Kings,1,0.836,1.0,0.769,1.0,0.0,460.0,0.868,30.0,24.0,0.954,68.0,53.0,0.993,99.0,80.0,1.0,0.712,
2025-12-29,Charlotte Hornets,Milwaukee Bucks,0,0.509,0.001,0.0,0.829,27.0,462.0,0.53,26.0,25.0,0.6,66.0,63.0,0.227,89.0,95.0,0.001,0.4532,
2025-12-29,Washington Wizards,Phoenix Suns,0,0.229,0.0,0.0,0.517,2.0,471.0,0.318,23.0,22.0,0.17,54.0,61.0,0.123,79.0,87.0,0.0,0.2946,
2025-12-29,Brooklyn Nets,Golden State Warriors,0,0.357,0.0,0.0,0.758,22.0,478.0,0.536,18.0,12.0,0.353,57.0,59.0,0.277,85.0,89.0,0.0,0.3513,
2025-12-29,Miami Heat,Denver Nuggets,1,0.437,1.0,0.396,1.0,15.0,466.0,0.779,41.0,29.0,0.473,63.0,63.0,0.911,110.0,99.0,1.0,0.4511,
2025-12-29,Toronto Raptors,Orlando Magic,1,0.481,1.0,0.04,1.0,7.0,513.0,0.208,18.0,29.0,0.163,54.0,65.0,0.104,84.0,94.0,1.0,0.5415,
2025-12-29,New Orleans Pelicans,New York Knicks,0,0.245,0.0,0.0,0.8,30.0,492.0,0.412,41.0,37.0,0.466,75.0,72.0,0.764,103.0,96.0,0.0,0.2632,
2025-12-29,San Antonio Spurs,Cleveland Cavaliers,0,0.598,0.0,0.0,0.866,17.0,513.0,0.594,26.0,25.0,0.737,55.0,49.0,0.622,78.0,76.0,0.0,0.6678,
2025-12-29,Oklahoma City Thunder,Atlanta Hawks,1,0.848,1.0,0.432,1.0,8.0,492.0,0.837,0.0,0.0,0.579,68.0,72.0,0.928,113.0,103.0,1.0,0.7106,
2025-12-29,Chicago Bulls,Minnesota Timberwolves,0,0.348,0.0,0.0,0.696,6.0,471.0,0.449,23.0,21.0,0.269,50.0,55.0,0.015,78.0,95.0,0.0,0.4002,
2025-12-29,Houston Rockets,Indiana Pacers,1,0.87,1.0,0.801,1.0,0.0,476.0,0.883,30.0,25.0,0.977,66.0,48.0,0.999,105.0,78.0,1.0,0.7534,
2025-12-29,Portland Trail Blazers,Dallas Mavericks,1,0.564,1.0,0.173,1.0,18.0,514.0,0.848,42.0,29.0,0.865,75.0,63.0,0.695,97.0,93.0,1.0,0.531,
2025-12-30,Memphis Grizzlies,Philadelphia 76ers,0,0.536,0.0,0.0,0.804,39.0,526.0,0.684,40.0,34.0,0.513,72.0,72.0,0.361,100.0,103.0,0.5,0.4653,
2025-12-30,Utah Jazz,Boston Celtics,0,0.296,0.0,0.0,0.613,22.0,455.0,0.536,38.0,31.0,0.563,64.0,59.0,0.417,94.0,95.0,0.0,0.3122,
2025-12-30,Los Angeles Lakers,Detroit Pistons,0,0.47,0.0,0.0,0.503,2.0,492.0,0.32,30.0,36.0,0.325,65.0,70.0,0.156,88.0,96.0,0.0,0.3898,
2025-12-30,LA Clippers,Sacramento Kings,1,0.764,1.0,0.736,1.0,0.0,446.0,0.927,34.0,20.0,0.998,73.0,40.0,0.999,91.0,58.0,1.0,0.6029,
2025-12-31,Charlotte Hornets,Golden State Warriors,0,0.337,0.0,0.0,0.694,12.0,486.0,0.368,30.0,30.0,0.267,64.0,69.0,0.563,100.0,98.0,0.0,0.3871,
2025-12-31,Atlanta Hawks,Minnesota Timberwolves,1,0.473,1.0,0.473,1.0,1.0,479.0,0.554,3.0,0.0,0.965,70.0,49.0,0.999,98.0,73.0,1.0,0.438,
2025-12-31,Indiana Pacers,Orlando Magic,0,0.33,0.0,0.0,0.841,36.0,509.0,0.298,28.0,31.0,0.349,66.0,68.0,0.51,95.0,94.0,0.0,0.2867,
2025-12-31,Cleveland Cavaliers,Phoenix Suns,1,0.672,1.0,0.567,1.0,0.0,515.0,0.874,24.0,13.0,0.846,50.0,40.0,0.822,96.0,89.0,1.0,0.539,
2025-12-31,Chicago Bulls,New Orleans Pelicans,1,0.547,0.791,0.49,1.0,12.0,520.0,0.653,36.0,32.0,0.691,67.0,62.0,0.791,95.0,88.0,1.0,0.6364,
2025-12-31,San Antonio Spurs,New York Knicks,1,0.513,1.0,0.06,1.0,14.0,528.0,0.26,36.0,45.0,0.181,62.0,73.0,0.131,93.0,102.0,1.0,0.5377,
2025-12-31,Toronto Raptors,Denver Nuggets,0,0.669,0.0,0.0,0.727,13.0,507.0,0.379,23.0,32.0,0.283,54.0,63.0,0.254,79.0,85.0,0.0,0.4072,
2025-12-31,Oklahoma City Thunder,Portland Trail Blazers,1,0.902,0.999,0.876,1.0,0.0,490.0,0.941,30.0,22.0,0.98,73.0,55.0,0.998,99.0,76.0,0.999,0.7464,
2025-12-31,Milwaukee Bucks,Washington Wizards,0,0.796,0.0,0.0,0.909,17.0,467.0,0.781,32.0,30.0,0.47,52.0,58.0,0.681,88.0,86.0,0.0,0.6104,
2026-01-01,Brooklyn Nets,Houston Rockets,0,0.225,0.0,0.0,0.237,0.0,440.0,0.169,20.0,26.0,0.099,42.0,53.0,0.002,67.0,90.0,0.0,0.3085,
2026-01-01,Detroit Pistons,Miami Heat,0,0.588,0.021,0.0,0.722,5.0,487.0,0.595,20.0,19.0,0.247,54.0,63.0,0.06,81.0,94.0,0.021,0.6303,
2026-01-01,Dallas Mavericks,Philadelphia 76ers,0,0.516,0.0,0.0,0.738,5.0,443.0,0.671,33.0,27.0,0.168,57.0,68.0,0.143,83.0,92.0,0.0,0.3758,
2026-01-01,Sacramento Kings,Boston Celtics,0,0.227,0.007,0.0,0.547,18.0,418.0,0.317,29.0,28.0,0.326,61.0,62.0,0.426,88.0,88.0,0.007,0.274,
2026-01-01,LA Clippers,Utah Jazz,1,0.834,0.999,0.422,1.0,2.0,472.0,0.946,31.0,17.0,0.767,53.0,50.0,0.645,82.0,81.0,0.999,0.5806,
2026-01-02,Washington Wizards,Brooklyn Nets,1,0.489,1.0,0.46,1.0,5.0,473.0,0.826,37.0,24.0,0.89,64.0,50.0,0.938,74.0,58.0,1.0,0.3833,
2026-01-02,Indiana Pacers,San Antonio Spurs,0,0.29,0.002,0.0,0.562,10.0,512.0,0.374,31.0,30.0,0.085,58.0,71.0,0.132,85.0,93.0,0.002,0.2573,
2026-01-02,New York Knicks,Atlanta Hawks,0,0.681,0.0,0.0,0.83,3.0,501.0,0.547,30.0,33.0,0.17,47.0,60.0,0.001,70.0,94.0,0.0,0.6568,
2026-01-02,Cleveland Cavaliers,Denver Nuggets,1,0.81,0.978,0.124,1.0,24.0,452.0,0.82,28.0,24.0,0.755,62.0,59.0,0.176,88.0,97.0,0.978,0.4267,
2026-01-02,New Orleans Pelicans,Portland Trail Blazers,0,0.472,0.0,0.0,0.739,20.0,507.0,0.709,37.0,29.0,0.369,53.0,56.0,0.093,75.0,85.0,0.0,0.3618,
2026-01-02,Milwaukee Bucks,Charlotte Hornets,1,0.635,1.0,0.138,1.0,16.0,461.0,0.223,24.0,38.0,0.283,51.0,60.0,0.429,60.0,65.0,1.0,0.5576,
2026-01-02,Chicago Bulls,Orlando Magic,1,0.368,1.0,0.123,1.0,21.0,457.0,0.406,14.0,14.0,0.437,59.0,59.0,0.307,89.0,92.0,1.0,0.4625,
2026-01-02,Phoenix Suns,Sacramento Kings,1,0.766,0.967,0.585,1.0,0.0,504.0,0.771,32.0,29.0,0.683,35.0,35.0,0.967,93.0,78.0,0.999,0.7126,
2026-01-02,Golden State Warriors,Oklahoma City Thunder,0,0.225,0.0,0.0,0.274,0.0,491.0,0.099,23.0,34.0,0.026,45.0,64.0,0.001,66.0,95.0,0.0,0.4128,
2026-01-02,Los Angeles Lakers,Memphis Grizzlies,1,0.609,1.0,0.365,1.0,12.0,489.0,0.816,16.0,5.0,0.741,66.0,60.0,0.525,96.0,96.0,1.0,0.5715,
2026-01-03,Miami Heat,Minnesota Timberwolves,0,0.444,0.0,0.0,0.616,10.0,470.0,0.423,25.0,27.0,0.395,27.0,29.0,0.299,86.0,90.0,0.0,0.4749,
2026-01-03,Toronto Raptors,Atlanta Hawks,1,0.597,1.0,0.453,1.0,8.0,489.0,0.735,35.0,29.0,0.771,77.0,70.0,0.578,107.0,106.0,1.0,0.5271,
2026-01-03,New York Knicks,Philadelphia 76ers,0,0.658,0.0,0.0,0.728,5.0,484.0,0.664,24.0,23.0,0.301,58.0,66.0,0.08,87.0,99.0,0.0,0.6168,
2026-01-03,San Antonio Spurs,Portland Trail Blazers,0,0.728,0.0,0.0,0.738,33.0,497.0,0.367,24.0,35.0,0.492,51.0,55.0,0.374,77.0,81.0,0.0,0.7103,
2026-01-03,Chicago Bulls,Charlotte Hornets,0,0.534,0.0,0.0,0.886,7.0,463.0,0.829,39.0,27.0,0.775,58.0,50.0,0.203,75.0,82.0,0.0,0.5669,
2026-01-03,Dallas Mavericks,Houston Rockets,1,0.27,1.0,0.111,1.0,11.0,465.0,0.196,25.0,31.0,0.627,57.0,50.0,0.91,87.0,75.0,1.0,0.3207,
2026-01-03,Golden State Warriors,Utah Jazz,1,0.797,0.968,0.258,1.0,2.0,471.0,0.63,25.0,29.0,0.415,58.0,65.0,0.756,100.0,96.0,0.968,0.662,
2026-01-03,LA Clippers,Boston Celtics,0,0.492,0.0,0.0,0.513,2.0,426.0,0.157,28.0,42.0,0.135,35.0,49.0,0.041,99.0,113.0,0.0,0.3696,
2026-01-04,Cleveland Cavaliers,Detroit Pistons,0,0.521,0.0,0.0,0.779,21.0,502.0,0.744,25.0,17.0,0.199,56.0,66.0,0.272,82.0,87.0,0.0,0.4523,
2026-01-04,Orlando Magic,Indiana Pacers,1,0.746,1.0,0.343,1.0,18.0,462.0,0.458,28.0,36.0,0.894,69.0,58.0,0.846,107.0,100.0,1.0,0.7311,
2026-01-04,Brooklyn Nets,Denver Nuggets,1,0.467,1.0,0.415,1.0,5.0,464.0,0.596,33.0,29.0,0.721,59.0,52.0,0.976,100.0,84.0,1.0,0.2866,
2026-01-04,Washington Wizards,Minnesota Timberwolves,0,0.215,0.0,0.0,0.28,0.0,475.0,0.109,28.0,38.0,0.038,45.0,63.0,0.001,79.0,108.0,0.0,0.2536,
2026-01-04,Miami Heat,New Orleans Pelicans,1,0.729,0.999,0.612,1.0,0.0,478.0,0.764,43.0,39.0,0.699,45.0,43.0,0.982,93.0,77.0,0.999,0.735,
2026-01-04,Phoenix Suns,Oklahoma City Thunder,1,0.228,1.0,0.036,1.0,9.0,482.0,0.162,20.0,26.0,0.164,42.0,49.0,0.472,74.0,73.0,1.0,0.3668,
2026-01-04,Sacramento Kings,Milwaukee Bucks,0,0.356,0.0,0.0,0.5,2.0,466.0,0.333,26.0,28.0,0.042,44.0,62.0,0.002,56.0,81.0,0.0,0.3293,
2026-01-04,Los Angeles Lakers,Memphis Grizzlies,1,0.657,1.0,0.125,1.0,12.0,518.0,0.543,13.0,17.0,0.213,54.0,65.0,0.318,83.0,87.0,1.0,0.561,
2026-01-05,Detroit Pistons,New York Knicks,1,0.376,1.0,0.333,1.0,17.0,431.0,0.442,30.0,29.0,0.772,64.0,54.0,0.963,83.0,67.0,1.0,0.6006,
2026-01-05,Toronto Raptors,Atlanta Hawks,1,0.506,1.0,0.506,1.0,0.0,479.0,0.651,31.0,26.0,0.856,61.0,49.0,0.947,86.0,73.0,1.0,0.5695,
2026-01-05,Boston Celtics,Chicago Bulls,1,0.795,1.0,0.717,1.0,0.0,458.0,0.897,20.0,11.0,0.983,54.0,33.0,0.99,85.0,67.0,1.0,0.6932,
2026-01-05,Oklahoma City Thunder,Charlotte Hornets,0,0.895,0.001,0.0,0.918,1.0,488.0,0.83,33.0,33.0,0.172,50.0,67.0,0.001,71.0,99.0,0.001,0.7224,
2026-01-05,Houston Rockets,Phoenix Suns,1,0.735,1.0,0.145,1.0,54.0,454.0,0.569,25.0,29.0,0.471,32.0,38.0,0.588,78.0,78.0,1.0,0.6251,
2026-01-05,Philadelphia 76ers,Denver Nuggets,0,0.819,0.0,0.0,0.907,13.0,467.0,0.694,26.0,29.0,0.815,51.0,46.0,0.833,93.0,87.0,0.5,0.3858,
2026-01-05,Portland Trail Blazers,Utah Jazz,1,0.674,1.0,0.58,1.0,0.0,466.0,0.843,36.0,26.0,0.976,78.0,57.0,0.999,114.0,83.0,1.0,0.5793,
2026-01-05,LA Clippers,Golden State Warriors,1,0.422,1.0,0.309,1.0,5.0,478.0,0.68,23.0,14.0,0.603,55.0,51.0,0.923,76.0,64.0,1.0,0.4262,
2026-01-06,Indiana Pacers,Cleveland Cavaliers,0,0.25,0.0,0.0,0.859,42.0,476.0,0.476,28.0,22.0,0.616,60.0,53.0,0.842,93.0,84.0,0.0,0.2824,
2026-01-06,Washington Wizards,Orlando Magic,1,0.246,1.0,0.227,1.0,11.0,495.0,0.335,30.0,29.0,0.771,62.0,50.0,0.946,101.0,87.0,1.0,0.2842,
2026-01-06,Minnesota Timberwolves,Miami Heat,1,0.601,1.0,0.335,1.0,14.0,513.0,0.513,27.0,29.0,0.765,61.0,54.0,0.979,93.0,77.0,1.0,0.6409,
2026-01-06,New Orleans Pelicans,Los Angeles Lakers,0,0.351,0.0,0.0,0.857,8.0,476.0,0.29,25.0,29.0,0.53,54.0,51.0,0.786,86.0,79.0,0.0,0.2567,
2026-01-06,Memphis Grizzlies,San Antonio Spurs,1,0.341,1.0,0.115,1.0,21.0,541.0,0.233,15.0,20.0,0.196,46.0,54.0,0.428,76.0,76.0,1.0,0.3631,
2026-01-06,Sacramento Kings,Dallas Mavericks,0,0.331,0.0,0.0,0.863,32.0,507.0,0.375,13.0,11.0,0.802,58.0,46.0,0.52,78.0,76.0,0.0,0.3519,
2026-01-07,Boston Celtics,Denver Nuggets,0,0.754,0.0,0.0,0.868,3.0,475.0,0.783,35.0,31.0,0.613,45.0,46.0,0.696,82.0,79.0,0.0,0.4931,
2026-01-07,Charlotte Hornets,Toronto Raptors,0,0.444,0.896,0.0,0.952,23.0,483.0,0.378,22.0,25.0,0.72,45.0,38.0,0.777,72.0,66.0,0.896,0.396,
2026-01-07,Detroit Pistons,Chicago Bulls,1,0.755,0.995,0.252,1.0,6.0,440.0,0.818,30.0,24.0,0.696,52.0,50.0,0.449,63.0,67.0,0.995,0.6894,
2026-01-07,Philadelphia 76ers,Washington Wizards,1,0.906,0.999,0.68,1.0,0.0,429.0,0.923,37.0,30.0,0.877,62.0,56.0,0.961,92.0,80.0,0.999,0.6933,
2026-01-07,Atlanta Hawks,New Orleans Pelicans,1,0.778,0.999,0.759,1.0,0.0,497.0,0.873,31.0,22.0,0.926,45.0,31.0,0.934,71.0,59.0,0.999,0.6466,
2026-01-07,Brooklyn Nets,Orlando Magic,0,0.406,0.0,0.0,0.898,22.0,514.0,0.493,23.0,21.0,0.297,43.0,48.0,0.028,64.0,79.0,0.5,0.3457,
2026-01-07,New York Knicks,LA Clippers,1,0.65,1.0,0.335,1.0,38.0,468.0,0.514,0.0,5.0,0.41,51.0,56.0,0.683,90.0,87.0,1.0,0.6211,
2026-01-07,Oklahoma City Thunder,Utah Jazz,1,0.955,1.0,0.094,1.0,18.0,588.0,0.967,31.0,22.0,0.903,58.0,53.0,0.856,91.0,86.0,0.5,0.7536,
2026-01-07,Memphis Grizzlies,Phoenix Suns,0,0.431,0.0,0.0,0.557,4.0,482.0,0.269,23.0,30.0,0.051,47.0,65.0,0.002,68.0,91.0,0.0,0.4148,
2026-01-07,San Antonio Spurs,Los Angeles Lakers,1,0.683,1.0,0.486,1.0,2.0,500.0,0.724,26.0,23.0,0.749,48.0,43.0,0.929,79.0,68.0,1.0,0.585,
2026-01-07,Portland Trail Blazers,Houston Rockets,1,0.305,1.0,0.218,1.0,15.0,545.0,0.426,25.0,22.0,0.735,57.0,47.0,0.732,81.0,75.0,1.0,0.3456,
2026-01-07,Golden State Warriors,Milwaukee Bucks,1,0.612,0.983,0.435,1.0,6.0,438.0,0.594,31.0,31.0,0.865,64.0,53.0,0.978,98.0,82.0,0.983,0.5572,
